id,contrato_id,numero_parcela,valor,data_vencimento,paga,data_pagamento
2246,563,3,284.95,2024-03-15,True,2024-03-11
2247,563,4,398.34,2024-04-14,True,2024-04-10
2248,564,1,891.33,2024-02-28,True,2024-02-29
2249,564,2,850.78,2024-03-29,False,
2250,564,3,776.9,2024-04-28,True,2024-04-23
2251,564,4,573.45,2024-05-28,True,2024-05-27
2252,564,5,956.19,2024-06-27,True,2024-06-28
2253,564,6,666.68,2024-07-27,True,2024-07-22
2254,565,1,905.87,2024-01-17,True,2024-01-12
2255,565,2,206.54,2024-02-16,True,2024-02-13
2256,565,3,782.01,2024-03-17,True,2024-03-13
2257,565,4,240.93,2024-04-16,True,2024-04-13
2258,565,5,258.83,2024-05-16,True,2024-05-13
2259,566,1,860.25,2024-02-02,True,2024-01-31
2260,566,2,980.07,2024-03-03,True,2024-02-29
2261,566,3,646.27,2024-04-02,True,2024-03-28
2262,566,4,607.3,2024-05-02,True,2024-04-30
2263,566,5,770.87,2024-06-01,True,2024-05-30
2264,566,6,685.01,2024-07-01,True,2024-06-26
2265,567,1,454.82,2024-02-04,True,2024-02-01
2266,567,2,674.98,2024-03-05,True,2024-03-01
2267,567,3,766.99,2024-04-04,True,2024-04-06
2268,567,4,464.99,2024-05-04,True,2024-05-01
2269,567,5,837.4,2024-06-03,True,2024-06-02
2270,567,6,677.53,2024-07-03,True,2024-06-28
2271,568,1,662.11,2024-03-09,True,2024-03-07
2272,568,2,619.39,2024-04-08,True,2024-04-04
2273,568,3,318.22,2024-05-08,True,2024-05-07
2274,568,4,352.63,2024-06-07,True,2024-06-03
2275,569,1,752.4,2024-03-22,True,2024-03-18
2276,569,2,898.25,2024-04-21,True,2024-04-19
2277,569,3,614.95,2024-05-21,True,2024-05-24
2278,569,4,620.38,2024-06-20,True,2024-06-15
2279,569,5,473.86,2024-07-20,True,2024-07-17
2280,570,1,688.06,2024-03-19,True,2024-03-14
2281,570,2,438.8,2024-04-18,False,
2282,570,3,985.81,2024-05-18,True,2024-05-14
2283,570,4,453.63,2024-06-17,True,2024-06-22
2284,570,5,418.77,2024-07-17,True,2024-07-13
2285,570,6,916.61,2024-08-16,True,2024-08-14
2286,571,1,432.36,2024-01-30,True,2024-01-27
2287,571,2,939.21,2024-02-29,True,2024-02-27
2288,571,3,361.65,2024-03-30,True,2024-04-04
2289,571,4,417.3,2024-04-29,True,2024-04-27
2290,572,1,393.97,2024-03-31,True,2024-03-29
2291,572,2,241.99,2024-04-30,True,2024-04-29
2292,572,3,744.95,2024-05-30,True,2024-05-31
2293,572,4,525.53,2024-06-29,False,
2294,573,1,902.72,2024-03-14,True,2024-03-11
2295,573,2,456.93,2024-04-13,True,2024-04-13
2296,573,3,721.84,2024-05-13,True,2024-05-12
2297,573,4,930.58,2024-06-12,True,2024-06-13
2298,573,5,947.14,2024-07-12,True,2024-07-15
2299,574,1,349.05,2024-02-26,True,2024-02-28
2300,574,2,901.39,2024-03-27,True,2024-03-26
2301,574,3,942.76,2024-04-26,True,2024-04-21
2302,574,4,619.45,2024-05-26,True,2024-05-21
2303,574,5,574.42,2024-06-25,True,2024-06-23
2304,574,6,784.9,2024-07-25,True,2024-07-24
2305,575,1,789.29,2024-04-26,True,2024-04-24
2306,575,2,340.4,2024-05-26,True,2024-05-29
2307,575,3,612.22,2024-06-25,True,2024-06-23
2308,575,4,985.35,2024-07-25,True,2024-07-25
2309,575,5,408.63,2024-08-24,True,2024-08-21
2310,576,1,441.56,2024-01-06,True,2024-01-03
2311,576,2,754.21,2024-02-05,True,2024-02-02
2312,576,3,327.77,2024-03-06,True,2024-03-11
2313,576,4,815.87,2024-04-05,True,2024-04-02
2314,576,5,494.04,2024-05-05,True,2024-05-08
2315,577,1,322.55,2024-04-03,True,2024-03-30
2316,577,2,761.55,2024-05-03,False,
2317,577,3,805.88,2024-06-02,True,2024-06-03
2318,577,4,744.27,2024-07-02,True,2024-06-27
2319,577,5,557.4,2024-08-01,True,2024-07-27
2320,578,1,289.77,2024-02-28,True,2024-02-29
2321,578,2,658.16,2024-03-29,True,2024-03-24
2322,578,3,553.47,2024-04-28,True,2024-04-24
2323,578,4,272.75,2024-05-28,True,2024-05-31
2324,578,5,305.56,2024-06-27,True,2024-06-22
2325,578,6,569.9,2024-07-27,True,2024-07-23
2326,579,1,403.57,2024-02-08,True,2024-02-07
2327,579,2,236.23,2024-03-09,True,2024-03-08
2328,579,3,947.67,2024-04-08,True,2024-04-08
2329,579,4,429.67,2024-05-08,True,2024-05-04
2330,580,1,499.57,2024-04-10,True,2024-04-06
2331,580,2,500.52,2024-05-10,True,2024-05-05
2332,580,3,306.39,2024-06-09,True,2024-06-04
2333,580,4,514.45,2024-07-09,True,2024-07-09
2334,580,5,804.94,2024-08-08,False,
2335,581,1,570.4,2024-01-15,True,2024-01-11
2336,581,2,858.69,2024-02-14,True,2024-02-11
2337,581,3,350.78,2024-03-15,True,2024-03-14
2338,581,4,847.58,2024-04-14,True,2024-04-13
2339,581,5,392.53,2024-05-14,True,2024-05-10
2340,582,1,678.23,2024-01-20,True,2024-01-19
2341,582,2,521.81,2024-02-19,True,2024-02-18
2342,582,3,312.11,2024-03-20,False,
2343,582,4,387.33,2024-04-19,False,
2344,582,5,660.89,2024-05-19,True,2024-05-16
2345,582,6,389.52,2024-06-18,True,2024-06-22
2346,583,1,376.83,2024-04-24,True,2024-04-19
2347,583,2,903.77,2024-05-24,False,
2348,583,3,700.79,2024-06-23,True,2024-06-20
2349,583,4,953.27,2024-07-23,True,2024-07-20
2350,583,5,757.05,2024-08-22,True,2024-08-20
2351,583,6,803.53,2024-09-21,True,2024-09-23
2352,584,1,886.03,2024-03-22,True,2024-03-21
2353,584,2,649.91,2024-04-21,False,
2354,584,3,645.83,2024-05-21,True,2024-05-19
2355,584,4,464.21,2024-06-20,True,2024-06-17
2356,585,1,273.97,2024-02-06,True,2024-02-03
2357,585,2,501.73,2024-03-07,True,2024-03-06
2358,585,3,350.53,2024-04-06,True,2024-04-01
2359,585,4,373.61,2024-05-06,True,2024-05-08
2360,586,1,965.62,2024-01-10,True,2024-01-15
2361,586,2,293.85,2024-02-09,False,
2362,586,3,583.14,2024-03-10,True,2024-03-08
2363,586,4,517.31,2024-04-09,True,2024-04-06
2364,586,5,504.53,2024-05-09,True,2024-05-06
2365,587,1,487.72,2024-04-07,True,2024-04-03
2366,587,2,809.3,2024-05-07,True,2024-05-04
2367,587,3,531.14,2024-06-06,True,2024-06-04
2368,587,4,212.98,2024-07-06,True,2024-07-02
2369,587,5,436.15,2024-08-05,True,2024-07-31
2370,588,1,866.69,2024-01-24,True,2024-01-21
2371,588,2,405.86,2024-02-23,True,2024-02-28
2372,588,3,791.68,2024-03-24,True,2024-03-21
2373,588,4,335.41,2024-04-23,True,2024-04-18
2374,588,5,992.26,2024-05-23,False,
2375,588,6,619.16,2024-06-22,True,2024-06-21
2376,589,1,811.47,2024-02-24,True,2024-02-25
2377,589,2,254.37,2024-03-25,True,2024-03-21
2378,589,3,498.56,2024-04-24,True,2024-04-19
2379,589,4,930.2,2024-05-24,True,2024-05-19
2380,589,5,641.31,2024-06-23,True,2024-06-20
2381,590,1,628.59,2024-01-19,True,2024-01-15
2382,590,2,844.93,2024-02-18,False,
2383,590,3,285.61,2024-03-19,True,2024-03-17
2384,590,4,695.82,2024-04-18,True,2024-04-14
2385,590,5,263.22,2024-05-18,False,
2386,590,6,567.2,2024-06-17,True,2024-06-14
2387,591,1,747.23,2024-03-15,True,2024-03-14
2388,591,2,274.8,2024-04-14,True,2024-04-13
2389,591,3,709.4,2024-05-14,True,2024-05-10
2390,591,4,715.93,2024-06-13,True,2024-06-13
2391,591,5,915.83,2024-07-13,False,
2392,592,1,383.81,2024-04-27,False,
2393,592,2,753.83,2024-05-27,True,2024-05-26
2394,592,3,747.54,2024-06-26,True,2024-06-25
2395,592,4,343.48,2024-07-26,True,2024-07-24
2396,592,5,669.63,2024-08-25,True,2024-08-21
2397,592,6,943.1,2024-09-24,True,2024-09-19
2398,593,1,867.72,2024-04-23,True,2024-04-25
2399,593,2,507.08,2024-05-23,True,2024-05-22
2400,593,3,600.63,2024-06-22,False,
2401,593,4,242.96,2024-07-22,True,2024-07-24
2402,593,5,684.13,2024-08-21,True,2024-08-18
2403,594,1,223.7,2024-02-20,True,2024-02-23
2404,594,2,382.51,2024-03-21,True,2024-03-19
2405,594,3,743.76,2024-04-20,True,2024-04-15
2406,594,4,436.3,2024-05-20,True,2024-05-17
2407,594,5,323.38,2024-06-19,True,2024-06-15
2408,595,1,453.34,2024-03-17,True,2024-03-14
2409,595,2,555.79,2024-04-16,True,2024-04-15
2410,595,3,349.91,2024-05-16,True,2024-05-12
2411,595,4,282.63,2024-06-15,True,2024-06-10
2412,595,5,678.44,2024-07-15,True,2024-07-12
2413,596,1,531.05,2024-02-02,True,2024-01-28
2414,596,2,924.17,2024-03-03,False,
2415,596,3,657.57,2024-04-02,True,2024-03-31
2416,596,4,415.14,2024-05-02,True,2024-04-30
2417,597,1,547.74,2024-01-14,True,2024-01-13
2418,597,2,488.9,2024-02-13,False,
2419,597,3,776.72,2024-03-14,True,2024-03-10
2420,597,4,285.58,2024-04-13,True,2024-04-15
2421,597,5,873.29,2024-05-13,True,2024-05-16
2422,598,1,467.79,2024-01-09,True,2024-01-13
2423,598,2,308.9,2024-02-08,True,2024-02-09
2424,598,3,583.21,2024-03-09,True,2024-03-06
2425,598,4,433.16,2024-04-08,True,2024-04-03
2426,598,5,825.58,2024-05-08,True,2024-05-04
2427,599,1,492.01,2024-03-28,False,
2428,599,2,359.84,2024-04-27,False,
2429,599,3,343.94,2024-05-27,True,2024-05-23
2430,599,4,954.38,2024-06-26,True,2024-06-25
2431,600,1,855.17,2024-02-14,True,2024-02-10
2432,600,2,311.34,2024-03-15,True,2024-03-13
2433,600,3,772.19,2024-04-14,True,2024-04-09
2434,600,4,583.39,2024-05-14,True,2024-05-10
2435,601,1,634.92,2024-01-17,True,2024-01-12
2436,601,2,675.06,2024-02-16,False,
2437,601,3,287.5,2024-03-17,True,2024-03-15
2438,601,4,717.6,2024-04-16,True,2024-04-21
2439,601,5,717.39,2024-05-16,False,
2440,602,1,465.28,2024-02-03,True,2024-02-02
2441,602,2,406.99,2024-03-04,True,2024-02-28
2442,602,3,750.13,2024-04-03,True,2024-03-30
2443,602,4,817.87,2024-05-03,True,2024-04-30
2444,602,5,998.16,2024-06-02,True,2024-06-01
2445,602,6,292.86,2024-07-02,False,
2446,603,1,313.34,2024-02-22,True,2024-02-20
2447,603,2,616.89,2024-03-23,True,2024-03-19
2448,603,3,455.13,2024-04-22,True,2024-04-22
2449,603,4,218.07,2024-05-22,True,2024-05-20
2450,603,5,943.94,2024-06-21,True,2024-06-16
2451,604,1,328.11,2024-02-11,True,2024-02-12
2452,604,2,838.2,2024-03-12,True,2024-03-08
2453,604,3,516.47,2024-04-11,True,2024-04-14
2454,604,4,673.76,2024-05-11,True,2024-05-09
2455,604,5,422.68,2024-06-10,True,2024-06-05
2456,604,6,281.4,2024-07-10,True,2024-07-07
2457,605,1,357.66,2024-03-29,True,2024-03-25
2458,605,2,622.17,2024-04-28,True,2024-04-23
2459,605,3,514.04,2024-05-28,True,2024-05-24
2460,605,4,693.89,2024-06-27,True,2024-06-24
2461,605,5,934.95,2024-07-27,True,2024-07-24
2462,606,1,294.29,2024-04-22,True,2024-04-20
2463,606,2,608.66,2024-05-22,True,2024-05-18
2464,606,3,538.43,2024-06-21,True,2024-06-19
2465,606,4,643.93,2024-07-21,True,2024-07-18
2466,606,5,873.59,2024-08-20,True,2024-08-20
2467,606,6,587.69,2024-09-19,True,2024-09-14
2468,607,1,604.35,2024-01-29,True,2024-01-25
2469,607,2,768.11,2024-02-28,True,2024-02-23
2470,607,3,224.69,2024-03-29,True,2024-03-26
2471,607,4,379.87,2024-04-28,True,2024-04-23
2472,607,5,794.01,2024-05-28,True,2024-05-27
2473,608,1,658.17,2024-04-01,True,2024-03-29
2474,608,2,633.63,2024-05-01,True,2024-04-27
2475,608,3,637.08,2024-05-31,False,
2476,608,4,281.93,2024-06-30,True,2024-06-27
2477,609,1,899.85,2024-04-06,True,2024-04-05
2478,609,2,551.26,2024-05-06,False,
2479,609,3,820.51,2024-06-05,True,2024-06-09
2480,609,4,751.31,2024-07-05,True,2024-07-01
2481,609,5,332.79,2024-08-04,True,2024-08-02
2482,609,6,844.35,2024-09-03,True,2024-08-29
2483,610,1,631.01,2024-05-02,True,2024-04-29
2484,610,2,658.19,2024-06-01,False,
2485,610,3,611.53,2024-07-01,False,
2486,610,4,852.14,2024-07-31,True,2024-07-27
2487,610,5,935.01,2024-08-30,False,
2488,611,1,893.64,2024-03-29,True,2024-03-30
2489,611,2,316.99,2024-04-28,True,2024-04-24
2490,611,3,591.57,2024-05-28,True,2024-05-24
2491,611,4,500.14,2024-06-27,True,2024-06-26
2492,611,5,522.28,2024-07-27,True,2024-07-24
2493,612,1,563.76,2024-01-14,True,2024-01-13
2494,612,2,784.75,2024-02-13,True,2024-02-10
2495,612,3,880.08,2024-03-14,True,2024-03-10
2496,612,4,859.88,2024-04-13,True,2024-04-10
2497,613,1,470.2,2024-03-25,True,2024-03-21
2498,613,2,830.64,2024-04-24,True,2024-04-23
2499,613,3,279.66,2024-05-24,True,2024-05-23
2500,613,4,943.55,2024-06-23,True,2024-06-19
2501,613,5,361.85,2024-07-23,True,2024-07-20
2502,613,6,327.18,2024-08-22,False,
2503,614,1,419.22,2024-03-24,True,2024-03-21
2504,614,2,731.61,2024-04-23,True,2024-04-20
2505,614,3,780.79,2024-05-23,True,2024-05-22
2506,614,4,762.96,2024-06-22,True,2024-06-20
2507,614,5,674.94,2024-07-22,True,2024-07-21
2508,614,6,756.48,2024-08-21,True,2024-08-24
2509,615,1,755.22,2024-01-28,True,2024-01-27
2510,615,2,784.61,2024-02-27,True,2024-02-24
2511,615,3,309.7,2024-03-28,True,2024-03-26
2512,615,4,713.26,2024-04-27,True,2024-04-22
2513,615,5,206.78,2024-05-27,True,2024-05-25
2514,615,6,702.46,2024-06-26,True,2024-06-22
2515,616,1,887.97,2024-03-15,True,2024-03-14
2516,616,2,671.66,2024-04-14,True,2024-04-16
2517,616,3,832.86,2024-05-14,True,2024-05-12
2518,616,4,642.72,2024-06-13,True,2024-06-12
2519,617,1,878.31,2024-04-08,True,2024-04-03
2520,617,2,685.54,2024-05-08,True,2024-05-07
2521,617,3,827.04,2024-06-07,True,2024-06-03
2522,617,4,290.19,2024-07-07,True,2024-07-02
2523,617,5,910.98,2024-08-06,True,2024-08-03
2524,617,6,305.59,2024-09-05,True,2024-09-02
2525,618,1,637.08,2024-03-05,True,2024-03-04
2526,618,2,213.35,2024-04-04,True,2024-04-03
2527,618,3,938.06,2024-05-04,False,
2528,618,4,518.38,2024-06-03,True,2024-05-30
2529,618,5,538.86,2024-07-03,True,2024-06-28
2530,618,6,692.84,2024-08-02,True,2024-07-28
2531,619,1,936.74,2024-02-09,False,
2532,619,2,324.3,2024-03-10,True,2024-03-09
2533,619,3,448.14,2024-04-09,True,2024-04-10
2534,619,4,246.32,2024-05-09,True,2024-05-05
2535,619,5,689.84,2024-06-08,True,2024-06-06
2536,620,1,295.55,2024-04-30,True,2024-04-28
2537,620,2,597.13,2024-05-30,True,2024-05-27
2538,620,3,333.57,2024-06-29,True,2024-06-26
2539,620,4,786.35,2024-07-29,True,2024-07-31
2540,620,5,845.69,2024-08-28,True,2024-08-23
2541,621,1,702.03,2024-04-02,True,2024-04-01
2542,621,2,599.69,2024-05-02,True,2024-04-29
2543,621,3,818.66,2024-06-01,True,2024-05-31
2544,621,4,382.72,2024-07-01,True,2024-06-30
2545,622,1,395.64,2024-02-06,True,2024-02-04
2546,622,2,343.17,2024-03-07,False,
2547,622,3,228.29,2024-04-06,True,2024-04-02
2548,622,4,379.61,2024-05-06,True,2024-05-08
2549,622,5,417.01,2024-06-05,True,2024-05-31
2550,622,6,738.66,2024-07-05,True,2024-06-30
2551,623,1,985.13,2024-02-16,False,
2552,623,2,255.14,2024-03-17,True,2024-03-14
2553,623,3,461.84,2024-04-16,True,2024-04-14
2554,623,4,433.28,2024-05-16,True,2024-05-14
2555,623,5,571.14,2024-06-15,True,2024-06-13
2556,624,1,785.97,2024-04-12,True,2024-04-10
2557,624,2,205.1,2024-05-12,True,2024-05-09
2558,624,3,708.75,2024-06-11,True,2024-06-08
2559,624,4,201.17,2024-07-11,True,2024-07-16
2560,625,1,446.01,2024-01-14,True,2024-01-17
2561,625,2,593.62,2024-02-13,True,2024-02-18
2562,625,3,423.86,2024-03-14,True,2024-03-09
2563,625,4,530.45,2024-04-13,True,2024-04-12
2564,625,5,664.62,2024-05-13,True,2024-05-09
2565,625,6,259.86,2024-06-12,True,2024-06-10
2566,626,1,389.42,2024-02-07,True,2024-02-03
2567,626,2,760.58,2024-03-08,True,2024-03-05
2568,626,3,386.89,2024-04-07,False,
2569,626,4,308.89,2024-05-07,True,2024-05-06
2570,627,1,331.5,2024-01-09,True,2024-01-04
2571,627,2,486.63,2024-02-08,True,2024-02-04
2572,627,3,412.01,2024-03-09,True,2024-03-06
2573,627,4,861.11,2024-04-08,True,2024-04-05
2574,627,5,318.66,2024-05-08,True,2024-05-11
2575,627,6,610.77,2024-06-07,True,2024-06-05
2576,628,1,224.87,2024-02-28,True,2024-02-23
2577,628,2,399.88,2024-03-29,True,2024-03-30
2578,628,3,297.16,2024-04-28,True,2024-04-26
2579,628,4,304.57,2024-05-28,True,2024-05-27
2580,628,5,665.86,2024-06-27,True,2024-06-27
2581,629,1,997.73,2024-01-14,True,2024-01-12
2582,629,2,273.58,2024-02-13,True,2024-02-13
2583,629,3,234.16,2024-03-14,True,2024-03-09
2584,629,4,546.53,2024-04-13,True,2024-04-09
2585,629,5,746.57,2024-05-13,True,2024-05-11
2586,629,6,419.99,2024-06-12,True,2024-06-07
2587,630,1,695.34,2024-05-02,True,2024-04-28
2588,630,2,906.22,2024-06-01,True,2024-05-28
2589,630,3,309.79,2024-07-01,True,2024-07-05
2590,630,4,399.32,2024-07-31,False,
2591,630,5,634.93,2024-08-30,True,2024-08-27
2592,630,6,583.75,2024-09-29,True,2024-09-24
2593,631,1,601.91,2024-05-05,True,2024-05-02
2594,631,2,677.69,2024-06-04,True,2024-06-06
2595,631,3,246.87,2024-07-04,False,
2596,631,4,623.55,2024-08-03,True,2024-08-04
2597,631,5,280.11,2024-09-02,True,2024-09-01
2598,631,6,811.24,2024-10-02,False,
2599,632,1,660.55,2024-04-08,False,
2600,632,2,510.74,2024-05-08,False,
2601,632,3,993.23,2024-06-07,True,2024-06-04
2602,632,4,844.97,2024-07-07,True,2024-07-07
2603,632,5,762.76,2024-08-06,True,2024-08-04
2604,632,6,650.49,2024-09-05,True,2024-09-08
2605,633,1,633.7,2024-02-02,True,2024-02-01
2606,633,2,386.1,2024-03-03,True,2024-03-02
2607,633,3,465.39,2024-04-02,True,2024-04-04
2608,633,4,773.55,2024-05-02,False,
2609,634,1,875.43,2024-03-28,True,2024-03-23
2610,634,2,763.76,2024-04-27,True,2024-04-22
2611,634,3,888.54,2024-05-27,False,
2612,634,4,498.87,2024-06-26,False,
2613,634,5,516.48,2024-07-26,True,2024-07-24
2614,634,6,980.69,2024-08-25,True,2024-08-21
2615,635,1,719.34,2024-03-10,True,2024-03-15
2616,635,2,911.68,2024-04-09,True,2024-04-04
2617,635,3,851.56,2024-05-09,True,2024-05-06
2618,635,4,301.88,2024-06-08,True,2024-06-12
2619,636,1,513.28,2024-02-27,False,
2620,636,2,972.15,2024-03-28,True,2024-03-23
2621,636,3,376.72,2024-04-27,True,2024-04-28
2622,636,4,464.93,2024-05-27,True,2024-05-24
2623,636,5,334.31,2024-06-26,True,2024-06-23
2624,636,6,557.3,2024-07-26,True,2024-07-25
2625,637,1,480.38,2024-04-28,True,2024-04-27
2626,637,2,508.75,2024-05-28,True,2024-05-31
2627,637,3,594.47,2024-06-27,True,2024-06-26
2628,637,4,863.05,2024-07-27,True,2024-07-25
2629,637,5,330.13,2024-08-26,True,2024-08-28
2630,637,6,216.06,2024-09-25,True,2024-09-22
2631,638,1,336.08,2024-05-03,True,2024-04-28
2632,638,2,953.47,2024-06-02,False,
2633,638,3,470.36,2024-07-02,False,
2634,638,4,914.58,2024-08-01,True,2024-07-30
2635,639,1,685.85,2024-02-11,True,2024-02-08
2636,639,2,364.44,2024-03-12,True,2024-03-07
2637,639,3,412.21,2024-04-11,True,2024-04-10
2638,639,4,514.32,2024-05-11,True,2024-05-10
2639,639,5,488.66,2024-06-10,True,2024-06-05
2640,640,1,584.26,2024-01-24,True,2024-01-21
2641,640,2,981.65,2024-02-23,True,2024-02-19
2642,640,3,576.76,2024-03-24,True,2024-03-19
2643,640,4,510.02,2024-04-23,True,2024-04-21
2644,640,5,556.62,2024-05-23,True,2024-05-21
2645,641,1,869.66,2024-03-17,True,2024-03-16
2646,641,2,268.57,2024-04-16,True,2024-04-11
2647,641,3,382.01,2024-05-16,True,2024-05-11
2648,641,4,534.91,2024-06-15,True,2024-06-18
2649,642,1,658.17,2024-04-30,True,2024-04-26
2650,642,2,922.22,2024-05-30,True,2024-05-25
2651,642,3,840.36,2024-06-29,True,2024-06-28
2652,642,4,959.4,2024-07-29,True,2024-07-30
2653,642,5,977.73,2024-08-28,True,2024-08-24
2654,642,6,262.69,2024-09-27,True,2024-09-25
2655,643,1,867.29,2024-02-20,True,2024-02-20
2656,643,2,269.62,2024-03-21,True,2024-03-18
2657,643,3,615.75,2024-04-20,False,
2658,643,4,209.89,2024-05-20,True,2024-05-16
2659,643,5,290.02,2024-06-19,True,2024-06-14
2660,644,1,806.7,2024-02-02,False,
2661,644,2,939.94,2024-03-03,True,2024-02-29
2662,644,3,893.98,2024-04-02,True,2024-04-04
2663,644,4,506.43,2024-05-02,True,2024-05-01
2664,644,5,337.76,2024-06-01,True,2024-05-28
2665,644,6,231.03,2024-07-01,True,2024-06-29
2666,645,1,239.43,2024-01-23,True,2024-01-20
2667,645,2,216.19,2024-02-22,True,2024-02-19
2668,645,3,874.28,2024-03-23,True,2024-03-21
2669,645,4,307.51,2024-04-22,False,
2670,646,1,554.49,2024-01-17,True,2024-01-13
2671,646,2,683.98,2024-02-16,True,2024-02-12
2672,646,3,792.76,2024-03-17,True,2024-03-17
2673,646,4,612.22,2024-04-16,True,2024-04-11
2674,647,1,522.71,2024-04-11,True,2024-04-06
2675,647,2,223.16,2024-05-11,True,2024-05-11
2676,647,3,399.59,2024-06-10,True,2024-06-15
2677,647,4,359.29,2024-07-10,True,2024-07-06
2678,647,5,708.33,2024-08-09,True,2024-08-06
2679,648,1,591.03,2024-01-13,True,2024-01-16
2680,648,2,669.5,2024-02-12,True,2024-02-09
2681,648,3,799.17,2024-03-13,True,2024-03-09
2682,648,4,239.72,2024-04-12,True,2024-04-10
2683,648,5,885.69,2024-05-12,True,2024-05-09
2684,649,1,721.27,2024-03-27,True,2024-04-01
2685,649,2,207.12,2024-04-26,False,
2686,649,3,717.9,2024-05-26,True,2024-05-23
2687,649,4,686.68,2024-06-25,False,
2688,649,5,770.19,2024-07-25,True,2024-07-21
2689,649,6,881.27,2024-08-24,True,2024-08-21
2690,650,1,741.76,2024-01-25,True,2024-01-24
2691,650,2,205.88,2024-02-24,False,
2692,650,3,973.19,2024-03-25,True,2024-03-20
2693,650,4,687.24,2024-04-24,True,2024-04-23
2694,650,5,469.03,2024-05-24,True,2024-05-21
2695,651,1,408.92,2024-04-18,True,2024-04-20
2696,651,2,350.69,2024-05-18,True,2024-05-17
2697,651,3,844.34,2024-06-17,True,2024-06-14
2698,651,4,744.6,2024-07-17,True,2024-07-14
2699,652,1,407.54,2024-04-02,True,2024-04-01
2700,652,2,666.42,2024-05-02,False,
2701,652,3,852.81,2024-06-01,True,2024-05-27
2702,652,4,710.65,2024-07-01,True,2024-07-03
2703,653,1,605.85,2024-02-23,True,2024-02-27
2704,653,2,344.91,2024-03-24,True,2024-03-21
2705,653,3,780.15,2024-04-23,True,2024-04-28
2706,653,4,919.67,2024-05-23,True,2024-05-21
2707,654,1,795.37,2024-02-05,True,2024-02-02
2708,654,2,497.35,2024-03-06,True,2024-03-05
2709,654,3,576.43,2024-04-05,True,2024-03-31
2710,654,4,256.97,2024-05-05,True,2024-05-01
2711,654,5,623.87,2024-06-04,True,2024-06-05
2712,654,6,309.89,2024-07-04,True,2024-06-29
2713,655,1,914.28,2024-03-18,False,
2714,655,2,314.58,2024-04-17,True,2024-04-16
2715,655,3,590.06,2024-05-17,True,2024-05-16
2716,655,4,203.77,2024-06-16,True,2024-06-14
2717,655,5,661.02,2024-07-16,True,2024-07-15
2718,656,1,303.52,2024-04-26,True,2024-04-22
2719,656,2,972.26,2024-05-26,True,2024-05-24
2720,656,3,784.53,2024-06-25,False,
2721,656,4,913.61,2024-07-25,True,2024-07-24
2722,656,5,741.4,2024-08-24,True,2024-08-21
2723,656,6,449.67,2024-09-23,True,2024-09-20
2724,657,1,333.62,2024-04-02,True,2024-03-30
2725,657,2,564.74,2024-05-02,True,2024-04-28
2726,657,3,910.38,2024-06-01,False,
2727,657,4,474.19,2024-07-01,False,
2728,657,5,487.4,2024-07-31,True,2024-08-03
2729,657,6,215.3,2024-08-30,True,2024-08-31
2730,658,1,787.26,2024-04-01,True,2024-03-29
2731,658,2,768.89,2024-05-01,True,2024-04-28
2732,658,3,817.0,2024-05-31,True,2024-05-30
2733,658,4,729.58,2024-06-30,True,2024-06-29
